,trope,length,Romance,Comedy,Action,Adventure,Horror,Thriller,Crime,Drama,History,Mystery,War,Science Fiction,TV Movie,Fantasy,Music,Family,Documentary,Western,Animation
15865,ConverseWithTheUnconscious,22,6,8,6,7,1,2,3,10,1,0,0,4,0,6,1,2,2,0,0
15866,DerailingLoveInterests,23,9,16,3,4,0,2,2,6,0,0,0,0,0,3,0,5,0,0,0
15867,DramaticCurtainToss,11,1,5,2,5,0,1,1,2,0,0,0,2,0,7,0,4,0,0,1
15868,EveryoneCanSeeIt,49,24,27,8,12,3,4,3,24,3,1,0,5,0,5,0,4,1,2,0
15869,ExtremelyDustyHome,11,1,2,1,3,7,4,0,1,0,1,0,1,0,2,0,0,0,0,0
15870,FakeFood,12,1,4,1,5,2,2,1,4,1,1,0,2,0,4,1,1,0,0,0
15871,FantasticTerrorists,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15872,GoodLuckCharm,14,3,5,4,3,3,1,2,3,1,0,1,1,0,5,2,3,0,0,0
15873,HandWaved,36,2,12,20,22,4,6,3,7,1,2,2,19,0,9,0,4,0,0,0
15874,Handwaved,27,1,9,16,15,3,6,3,4,0,1,1,15,0,5,0,1,0,0,0
15875,Handwaving,21,0,9,11,13,2,3,3,4,0,1,1,11,0,3,0,1,0,0,0
15876,IJustKnew,5,0,0,0,1,2,1,0,2,1,2,0,0,1,2,0,1,0,0,0
15877,IfYouKnowWhatIMean,6,0,2,2,4,0,1,1,0,0,1,1,2,0,2,0,1,0,0,0
15878,LovePotion,27,12,13,1,9,5,1,0,6,2,0,0,1,2,17,0,5,1,0,2
15879,Muggle,8,1,3,4,6,0,2,0,0,0,0,0,4,1,4,0,2,0,0,0
15880,NoOntologicalInertia,67,5,15,26,32,23,9,3,14,0,7,0,21,3,32,1,10,0,0,1
15881,OverTookTheManga,7,1,1,4,4,0,2,2,0,0,1,0,2,0,2,0,0,0,0,0
15882,OvertookTheManga,7,1,1,4,4,0,2,2,0,0,1,0,2,0,2,0,0,0,0,0
15883,PaperFanOfDoom,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15884,PaperfanOfDoom,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15885,PinkIsFeminine,29,11,20,2,5,3,3,2,11,0,2,0,2,4,9,5,6,0,0,1
15886,PinkisFeminine,16,6,11,1,3,2,1,0,8,0,1,0,2,3,5,3,4,0,0,0
15887,PinkmeansFeminine,16,6,11,1,3,2,1,0,8,0,1,0,2,3,5,3,4,0,0,0
15888,PlayingTheHeartstrings,12,1,0,5,7,1,3,3,6,2,1,2,1,0,4,0,0,0,0,0
15889,PowerVest,29,1,3,13,17,1,9,6,7,2,2,0,11,0,9,0,0,0,0,0
15890,RomanceInducingSmudge,6,0,3,2,4,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0
15891,RomanticSpoonfeeding,4,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
15892,ScreamerTrailer,10,0,0,0,1,6,4,0,4,0,1,0,1,0,1,0,0,1,0,0
15893,ShipSinking,21,1,3,12,13,2,3,1,2,0,2,0,11,0,4,0,0,0,1,0
15894,SighOfLove,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15895,SuperFlyReflexes,11,0,4,8,5,0,3,2,1,0,0,0,3,0,2,0,1,0,1,0
15896,TalkingInYourSleep,24,4,11,4,6,2,3,4,7,0,3,1,1,0,10,1,3,0,0,0
15897,TeleportSpam,21,2,1,12,16,2,0,1,3,0,0,0,12,0,8,0,1,0,0,0
15898,Teleportspam,10,0,0,7,10,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0
15899,TheKetchupTest,7,0,2,3,3,1,1,1,2,0,1,0,1,0,2,0,1,0,0,0
15900,TheNonDescript,5,1,2,1,2,0,2,1,2,0,1,0,2,0,1,0,0,0,0,0
15901,ThinkingUpPortals,7,0,1,5,7,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0
15902,TranslationTrainWreck,32,1,5,21,24,1,2,2,3,1,0,0,14,0,11,0,2,0,0,1
15903,TranslationTrainwreck,29,1,4,21,23,1,2,0,3,1,0,0,14,0,9,0,1,0,0,1
15904,TrappedWithTheTherapySession,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15905,VehicleVanish,42,3,7,20,11,5,17,9,13,0,10,0,9,1,1,2,1,0,3,0
15906,WaistCoatOfStyle,29,1,3,13,17,1,9,6,7,2,2,0,11,0,9,0,0,0,0,0
15907,WaistcoatOfStyle,38,3,3,17,19,1,12,7,12,3,2,0,12,0,11,0,0,0,0,0
15908,WeirdnessMagnet,15,2,6,4,5,2,2,1,4,0,0,0,3,0,6,1,0,0,0,0
15909,WhatIsThisFeeling,17,3,9,3,7,1,1,1,4,0,1,0,5,1,6,0,5,0,0,0
15910,WinkWinkNudgeNudge,6,0,2,2,4,0,1,1,0,0,1,1,2,0,2,0,1,0,0,0
15911,IsThereADoctorInTheHouse,10,3,8,1,1,2,1,1,3,0,0,0,0,0,2,1,1,1,0,0
15912, AbandonShip,12,0,1,5,2,1,2,0,7,4,0,5,0,0,0,0,0,0,0,0
15913,ConvenientSlowDance,14,5,8,3,0,1,4,3,6,1,1,0,0,0,4,2,2,0,0,0
15914,RansomDrop,11,0,2,5,0,0,5,4,2,0,2,0,0,0,0,0,0,0,0,0
15915,BecauseYouWereniceToMe,18,2,2,7,6,3,5,2,6,2,2,2,4,0,1,0,1,1,0,0
15916,BecauseYouwereNiceToMe,18,2,2,7,6,3,5,2,6,2,2,2,4,0,1,0,1,1,0,0
15917,BecauseyouWereNiceToMe,18,2,2,7,6,3,5,2,6,2,2,2,4,0,1,0,1,1,0,0
15918,CulturedBadAss,14,1,1,11,5,0,6,5,6,1,1,1,3,0,1,0,0,0,3,0
15919,EncyclopediaExposita,5,0,0,1,0,1,2,1,2,0,3,0,1,0,2,0,0,0,0,0
15920,Epigraph,46,4,9,10,9,7,10,8,25,3,3,3,8,0,4,0,1,0,1,0
15921,EverythingsbetterWithSamurai,9,0,1,5,2,1,2,1,4,0,0,0,4,0,1,1,0,0,1,0
15922,HitMeDammit,33,7,11,10,5,3,5,7,18,2,1,3,2,1,3,1,1,1,0,2
15923,HomelessPigeonPerson,7,0,3,0,1,0,1,1,3,0,0,0,0,0,1,0,3,1,0,0
15924,IoweYouMyLife,18,3,3,8,10,1,4,4,6,1,1,2,4,0,1,1,1,0,1,0
15925,LifeDebt,18,3,3,8,10,1,4,4,6,1,1,2,4,0,1,1,1,0,1,0
15926,OneSceneTwoMonologues,9,0,3,1,0,0,0,2,4,0,0,2,2,0,1,0,0,0,0,1
15927,ReadingIsCoolAesop,7,2,3,1,4,0,0,1,3,0,0,0,0,0,2,0,4,0,0,0
15928,RebelliousPrincess,30,11,12,10,15,0,2,3,11,3,1,1,5,1,6,2,2,1,1,0
15929,SkeletonKey,9,2,2,3,2,1,5,4,5,0,1,0,1,0,0,0,0,0,0,0
15930,SpeculativeFiction,4,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0
15931,ThePublicDomainChannel,24,2,10,4,2,10,5,6,4,0,2,1,4,1,3,0,3,0,0,0
15932,WouldNotHitAGirl,27,2,4,17,11,2,13,7,8,1,3,1,5,0,5,1,2,0,1,1
15933,WouldntHitAgirl,18,2,3,12,8,1,9,2,5,1,1,1,4,0,4,1,2,0,1,1
15934,KidFromTheFuture,6,0,3,3,3,2,2,0,2,0,1,0,4,1,2,0,1,0,0,0
15935,SecretCircleOfSecrets,23,1,3,7,3,12,10,3,7,0,9,1,3,0,4,0,0,0,0,1
15936,AgentMulder,25,1,9,9,5,13,11,1,3,0,7,0,10,1,2,0,1,0,0,0
15937,EverybodyKnewAlready,24,6,12,5,4,2,3,2,10,1,3,0,2,0,1,0,1,0,0,0
15938,GollumMadeMeDoIt,13,0,2,5,4,5,3,2,4,0,4,0,3,0,5,0,0,0,0,0
15939,LustObject,19,7,11,1,2,4,4,0,7,0,3,0,0,0,1,0,0,0,0,0
15940,NowILayMeDownToSleep,3,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15941,TokenWholesome,6,1,3,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0
15942,ABoyAndhisX,13,0,6,5,7,0,0,1,3,0,0,0,6,0,4,0,4,0,0,3
15943,ADogNamedDog,5,0,1,1,3,0,0,1,3,0,1,0,0,0,2,0,2,1,0,1
15944,AGirlAndHerX,13,0,6,5,7,0,0,1,3,0,0,0,6,0,4,0,4,0,0,3
15945,AboyAndHisX,13,0,6,5,7,0,0,1,3,0,0,0,6,0,4,0,4,0,0,3
15946,ActuallyIAmHim,35,3,8,21,22,0,6,5,8,6,1,2,9,1,6,0,3,1,1,1
15947,AmericanKirbyIsHardcore,9,1,1,6,6,1,1,0,4,0,0,0,4,0,3,0,3,0,0,1
15948,AnimalEyeSpy,8,0,0,5,5,3,0,0,1,0,0,0,0,0,7,0,2,0,0,1
15949,ArmourIsUseless,28,0,1,21,19,3,7,0,7,3,0,5,13,0,9,0,1,0,0,0
15950,AsLongAsThereIsOneMan,9,0,0,8,7,0,2,1,3,1,0,1,4,0,2,0,0,0,0,0
15951,BeatStillMyheart,29,1,10,15,10,14,9,1,5,1,2,0,5,0,6,0,0,0,0,0
15952,BeefBandage,10,3,8,1,1,0,0,1,3,1,0,0,1,2,1,1,3,0,0,0
15953,BondCreature,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15954,BondCreatures,2,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0
15955,BucketHelmet,3,0,1,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
15956,CantLiveWithoutYou,3,0,0,1,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0
15957,ChemicallyInducedInsanity,5,0,1,3,2,1,1,0,3,1,0,0,0,0,3,0,1,0,0,0
15958,CoconutSuperpowers,29,0,5,15,16,7,10,1,3,0,0,0,12,1,12,0,3,0,0,2
15959,CodeOfHonor,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
15960,CodeOfHonour,6,0,1,3,2,0,2,2,2,0,0,0,1,0,1,0,0,0,1,0
15961,Codeofhonor,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15962,Codeofhonour,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15963,ColorMeBlack,8,0,4,3,1,3,2,0,1,0,1,0,2,0,3,0,0,0,0,0
15964,ColourMeBlack,7,0,4,3,1,2,2,0,1,0,1,0,2,0,3,0,0,0,0,0
15965,Constellations,5,0,0,4,4,0,1,0,2,0,0,0,2,0,2,0,0,0,1,0
15966,Coveredinmud,12,3,5,5,4,2,2,0,6,0,0,1,4,0,4,1,3,0,0,1
15967,DamnWithFaintPraise,37,4,19,13,14,7,3,3,8,2,0,0,9,1,9,3,9,0,0,1
15968,DamnedByFaintPraise,57,13,34,15,15,7,4,5,19,3,1,1,10,1,10,5,13,0,2,1
15969,DamningWithFaintPraise,37,4,19,13,14,7,3,3,8,2,0,0,9,1,9,3,9,0,0,1
15970,DeadlyUpgrade,8,0,0,6,4,1,0,0,2,0,0,0,5,0,2,0,0,0,0,0
15971,Depower,3,1,1,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1
15972,DraconicHumanoid,2,0,0,2,2,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0
15973,DragonsVersusKnights,2,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1
15974,ElectiveBrokenLanguage,6,1,1,3,3,0,0,1,1,0,1,0,2,0,2,0,1,0,1,0
15975,EvilSorcerer,60,3,13,34,30,20,5,2,6,0,5,1,11,1,41,0,6,0,0,3
15976,FartsOnFire,23,3,17,3,4,3,1,2,7,0,1,1,5,1,6,0,4,0,1,0
15977,FemaleMonsterSurprise,2,0,0,2,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
15978,GoodIsOldFashioned,12,2,1,7,7,0,4,1,5,2,1,0,4,0,1,0,1,0,0,0
15979,HeartTrauma,4,0,0,3,3,0,0,0,2,1,0,1,0,0,3,0,1,0,0,0
15980,HeroismWontPayTheBills,7,0,2,4,3,1,1,2,1,0,1,0,1,0,1,0,0,0,0,0
15981,HiddenBackupPrince,6,0,3,4,4,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0
15982,HumansAreTheRealMonsters,88,4,11,39,23,30,18,7,28,2,4,1,45,1,18,0,6,3,3,2
15983,IfIWantedXIWouldY,9,4,7,3,4,0,1,2,2,0,0,0,1,0,4,0,4,0,0,1
15984,ImprovisedUmbrella,3,0,1,1,1,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0
15985,InkSuitActor,41,4,17,15,18,4,4,1,10,1,2,2,8,0,14,2,8,0,0,8
15986,InksuitActor,27,4,10,13,12,4,4,0,6,1,2,1,5,0,9,1,3,0,0,1
15987,InterSpeciesFriendship,10,1,0,6,8,0,1,0,2,0,0,0,5,0,4,0,2,1,0,1
15988,InterspeciesFriendship,22,1,5,8,12,1,1,0,4,0,0,0,6,1,8,1,8,2,0,2
15989,IsThatTheBestYouCanDo,21,2,6,12,7,1,3,3,7,1,0,1,8,0,4,1,3,1,0,0
15990,KingArthur,9,0,3,3,7,0,0,0,3,1,0,2,1,0,6,0,2,0,0,0
15991,KnightinSourArmor,30,3,2,14,8,0,13,9,10,4,3,3,3,0,5,0,0,2,2,1
15992,LeftStuckAfterAttack,21,1,6,16,9,0,2,4,3,0,1,0,6,0,4,0,2,0,0,3
15993,MacGuffinMelee,13,0,5,10,8,0,0,2,1,0,1,0,3,0,3,1,3,0,1,0
15994,MiddleAges,16,2,5,5,8,1,1,0,8,5,0,3,1,0,8,1,0,0,0,0
15995,MindControl,33,0,10,12,9,13,6,3,3,0,4,0,16,0,7,0,1,1,0,1
15996,MonsterFacade,3,0,1,1,2,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1
15997,MyDeathIsJustTheBeginning,27,1,6,14,12,7,8,2,6,1,3,0,10,0,9,0,0,2,0,0
15998,NasalWeapon,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15999,NomDeGuerre,16,0,1,14,4,0,2,1,6,1,1,5,3,0,1,0,0,0,1,0
16000,NotBrainwashed,6,0,1,4,4,1,1,1,1,0,0,0,2,1,2,0,2,0,0,0
16001,OlderAndWiser,32,10,7,12,13,4,2,1,11,2,1,2,9,0,3,1,3,0,0,0
16002,OlderHeroVersusYoungerVillain,42,1,2,27,18,1,16,6,14,2,1,0,8,1,2,0,2,0,7,0
16003,PalatePropping,10,0,3,8,4,5,1,0,1,0,0,0,5,0,3,0,1,0,0,0
16004,PredecessorVillain,27,0,5,8,10,15,8,2,6,0,3,0,5,0,7,0,3,0,0,0
16005,PutTheirHeadsTogether,23,0,9,13,9,5,6,4,3,0,0,0,5,0,5,0,1,0,0,0
16006,RaceNameBasis,7,0,2,5,6,0,1,0,3,0,0,0,3,0,3,0,1,0,0,0
16007,RagsToRoyalty,18,7,9,6,6,0,0,1,10,1,0,1,2,0,8,1,3,0,0,0
16008,ReallyRoyaltyReveal,11,2,4,7,5,0,2,0,4,0,0,1,1,1,5,0,3,0,0,1
16009,RecessiveSuperGenes,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16010,RenownedSelectiveMentor,2,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
16011,SelflessWish,9,2,4,3,2,1,1,1,3,0,1,0,1,0,6,1,1,0,0,0
16012,ShutupKirk,14,0,2,10,10,1,3,3,3,1,1,0,6,0,3,0,1,0,1,0
16013,SpontaneousHumanCombustion,8,0,3,4,3,1,1,2,2,0,2,0,1,0,2,1,0,0,0,0
16014,StageWhisper,9,2,4,2,3,0,2,0,4,0,1,1,0,0,3,0,0,0,0,0
16015,StargazingScene,6,2,2,2,1,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0
16016,Stargazingscene,3,1,1,1,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0
16017,StarsAreSouls,4,2,2,2,4,0,0,0,1,0,0,0,1,0,3,0,2,0,0,1
16018,StockSuperheroDayJobs,3,0,0,3,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0
16019,StoicWoobie,4,0,1,2,2,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0
16020,StoryBreakerPower,24,0,2,20,22,0,1,0,2,0,0,0,15,1,11,0,1,0,0,0
16021,TagalongChronicler,2,0,1,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
16022,TalkingToHerself,4,0,1,2,2,2,0,0,1,0,1,0,1,0,2,0,1,0,0,0
16023,TheDragonsComeBack,2,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
16024,TheDungAges,33,4,10,11,14,4,4,4,14,10,3,3,2,0,10,0,0,1,1,0
16025,TheGenieKnowsJackNicholson,22,3,5,7,10,2,3,5,6,1,1,1,5,0,5,4,4,0,1,0
16026,TheLastThingYouEverSee,9,0,2,7,3,0,4,3,3,1,0,0,1,0,1,0,0,0,0,0
16027,TheManInFrontOfTheMan,6,0,1,6,4,0,1,1,2,0,0,0,3,0,1,0,1,0,0,0
16028,TheUnpronouncable,15,2,9,6,8,0,1,0,4,0,0,1,8,0,3,1,5,0,0,2
16029,TheUnpronounceable,31,4,20,12,14,2,3,0,7,1,1,1,12,1,10,1,7,0,0,2
16030,TheWrongfulHeirToTheThrone,11,1,0,6,6,0,1,2,8,4,0,1,1,0,3,0,0,0,0,0
16031,ThisIsMyNameOnForeign,8,2,3,5,4,1,1,1,3,1,0,1,0,0,1,0,0,0,1,0
16032,ThisIsmyNameOnForeign,4,1,0,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
16033,UntoUsASonAndDaughterAreBorn,5,0,0,3,3,0,0,0,3,0,0,0,2,0,1,0,1,0,1,0
16034,VegetarianCarnivore,3,0,1,1,2,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0
16035,WardrobeWound,18,4,15,2,3,0,1,4,7,0,1,0,0,3,3,4,7,0,1,2
16036,WithMyHandsTied,40,1,8,33,20,3,14,5,7,1,1,0,13,1,8,0,3,0,0,0
16037,ConvenientEscapeBoat,21,2,5,12,8,2,6,5,5,0,1,0,2,0,3,0,2,0,0,0
16038,FirstDayFromHell,13,0,4,7,2,1,5,5,6,1,1,0,1,0,1,0,1,0,1,0
16039,ForeignCurseWord,22,4,12,7,6,0,3,4,5,0,0,0,5,0,4,1,2,1,1,1
16040,ForeignCussWord,45,6,19,14,12,2,13,9,16,2,1,2,10,0,5,1,3,1,2,1
16041,LegendOfChekhov,5,0,2,2,3,0,1,1,2,0,0,0,0,0,3,0,2,0,0,0
16042,RavenHairIvorySkin,33,9,5,9,7,13,12,2,14,1,3,0,3,1,7,1,2,0,1,0
16043,SeparateSceneStorytelling,12,3,8,0,4,1,3,1,5,1,3,0,0,1,6,0,4,0,0,0
16044,TheCityVsTheCountry,26,11,11,2,5,3,3,4,18,0,1,0,1,1,2,0,2,1,0,0
16045,TheLegendOfChekhov,7,0,3,2,3,0,2,1,2,0,1,0,2,0,3,0,2,0,0,0
16046, AllGaysArePedophiles,2,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
16047,GoingColdturkey,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
16048,KicktheSonOfABitch,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
16049,LittleNo,84,6,19,35,32,7,17,7,23,4,7,3,27,0,18,2,7,1,2,2
16050,TheHunterBecomesTheHunted,39,1,4,12,5,10,22,2,15,4,7,4,6,0,2,0,1,0,3,0
16051,BugsHeraldEvil,9,0,1,2,4,5,4,0,3,0,0,0,0,0,5,0,0,0,0,0
16052,HollywoodExorcism,20,2,6,3,1,15,8,2,4,0,2,0,1,0,6,0,0,0,0,0
16053,IKnowYourTrueName,19,1,6,8,7,6,5,1,4,1,2,0,5,1,6,1,4,0,0,0
16054,MacabreMothMotif,7,1,0,0,1,6,2,0,4,0,1,0,0,0,2,0,0,0,0,0
16055,TheMirrorShowsYourTrueSelf,32,3,6,8,7,14,11,0,9,0,4,0,5,1,16,2,4,1,0,1
16056, AlasPoorYorick,5,1,1,4,2,0,2,1,2,0,0,0,1,0,2,0,1,0,0,0
16057,BrazilianMedia,13,1,4,2,0,1,3,3,9,1,3,1,2,0,3,1,0,0,1,0
16058,ContainerMaze,8,0,1,5,3,1,0,3,3,0,0,1,2,0,0,0,0,0,0,1
16059,ConvenientlyCellmates,11,0,2,6,5,0,1,5,4,0,0,0,5,0,0,0,1,0,0,0
16060,CoverChangesTheMeaning,22,6,6,8,5,0,4,4,9,0,1,1,2,0,7,1,3,0,0,1
16061,EliteArmy,5,0,0,4,0,0,1,1,3,1,0,4,0,0,0,0,0,0,0,0
16062,ExaltedTorturer,9,0,0,6,1,0,5,4,4,0,0,0,0,0,0,0,1,1,0,1
16063,InterruptedCoolDownHug,10,0,1,6,5,2,3,2,4,0,0,0,5,0,0,0,0,0,0,0
16064,InterruptedCooldownHug,10,0,1,6,5,2,3,2,4,0,0,0,5,0,0,0,0,0,0,0
16065,LawfulGood,22,1,3,15,14,1,3,5,3,0,1,0,8,0,5,0,0,0,3,0
16066,LivingADoubleLife,8,2,2,2,0,0,4,4,5,0,2,0,0,0,0,0,0,0,0,0
16067,MisAimedFandom,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16068,NotInTheFace,19,2,10,8,4,2,5,4,5,0,1,0,4,0,3,0,2,0,2,1
16069,RivalsTeamUp,6,1,2,2,2,0,0,1,3,0,0,0,0,0,1,2,2,0,0,0
16070,SlidingDownTheSlipperySlope,11,0,1,8,7,0,1,3,4,1,1,0,5,0,2,0,0,0,0,0
16071,SlowlySlippingIntoEvil,23,1,4,8,8,3,3,7,10,2,2,0,6,0,4,0,0,0,0,0
16072,SpartanWay,8,0,1,7,4,0,2,1,3,0,0,1,2,0,0,0,1,0,1,0
16073,TheCoverChangesTheMeaning,29,12,11,7,5,1,4,4,14,1,1,1,2,1,8,4,5,0,0,1
16074,TheCoverChangestheMeaning,21,6,6,7,4,0,4,4,9,0,1,1,2,0,6,1,3,0,0,1
16075,TheSpartanWay,14,0,2,10,6,1,3,1,4,0,0,2,4,0,1,0,1,0,1,0
16076,TherapyIsForTheWeak,8,0,1,2,1,0,0,3,4,0,0,0,1,0,0,1,0,1,0,0
16077, AlienAbduction,7,0,0,1,0,4,2,1,1,0,0,0,4,0,0,0,0,2,0,0
16078,PyroManiac,21,1,5,8,0,9,8,5,5,0,2,0,5,0,3,1,2,0,0,0
16079,AlwaysGetsHisMan,8,1,3,3,1,0,3,4,4,0,1,0,0,0,0,0,0,0,1,0
16080,AndAnotherThing,18,0,8,4,5,1,3,2,5,1,3,1,4,0,2,0,1,0,2,0
16081,BluffTheImpostor,27,1,10,11,7,1,11,8,10,1,5,2,5,0,2,0,3,0,1,0
16082,ChainedHeat,29,1,10,13,8,3,5,6,6,0,1,0,4,0,3,0,1,0,3,3
16083,CripplingCastration,24,0,9,9,2,6,6,7,9,0,2,1,3,0,4,0,1,0,3,1
16084,DefiantCaptive,33,2,7,22,13,5,10,3,7,2,3,2,5,0,5,0,2,0,3,0
16085,EverybodyDies,10,0,2,1,1,5,2,1,3,0,3,1,1,0,0,1,0,0,2,0
16086,FullNameBasis,33,5,16,7,7,4,4,2,11,1,3,1,8,0,7,1,2,0,1,0
16087,ItIsPronouncedTroPAY,64,13,44,11,8,7,8,11,17,0,6,0,9,0,9,5,6,0,3,2
16088,Letters2Numbers,16,4,6,4,4,4,3,3,6,0,5,0,5,0,1,2,1,0,1,0
16089,RoadshowTheatricalRelease,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16090,RockersSmashGuitars,16,0,6,3,3,3,3,2,4,0,3,0,1,0,3,4,1,2,1,0
16091,RunningGagStumbles,7,3,2,1,1,0,1,1,4,0,1,0,0,0,1,0,0,0,1,0
16092,StillWearingTheOldColors,20,1,3,11,9,2,2,1,6,0,1,0,5,2,3,0,1,0,7,0
16093,TheNotableNumeral,9,1,1,4,3,0,2,4,2,0,1,1,1,0,0,0,0,0,2,0
16094,ThisIsMyChair,7,1,1,2,3,0,1,0,3,1,3,0,4,0,0,0,0,0,1,0
16095,WouldYouLikeToHearHowTheyDied,24,2,8,13,10,5,6,6,6,3,2,1,3,0,7,0,2,1,1,2
16096,AmericansAreCowboys,17,1,6,6,10,3,4,1,1,0,0,2,2,0,5,0,3,0,1,0
16097,AmphibiousAutomobile,9,1,6,5,5,0,2,0,1,0,0,0,1,0,2,1,3,0,0,0
16098,ArtificialLimbsAreStronger,8,0,3,4,3,2,1,1,0,0,1,0,3,0,0,0,0,1,0,0
16099,BadassTransplant,4,0,2,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
16100,BaddieFlattery,15,1,3,11,6,1,4,6,1,0,1,0,4,0,2,0,1,0,0,0
16101,Beergasm,5,1,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16102,BloodFromEveryOrifice,9,0,1,6,2,3,4,2,2,0,1,0,4,0,1,0,0,1,0,0
16103,BoozeFlameThrower,14,0,9,6,4,4,4,3,2,0,0,0,2,0,3,0,1,0,0,0
16104,BoozeFlamethrower,17,0,11,9,4,4,4,3,3,0,0,0,2,0,3,0,1,0,0,0
16105,DeadlyGraduation,11,1,4,11,7,0,5,5,4,0,1,0,1,0,0,0,0,0,0,0
16106,DeathIsCheap,43,0,10,30,25,6,7,2,2,0,1,0,22,0,12,0,1,0,1,0
16107,DiscoStu,15,3,9,7,5,0,1,3,4,0,0,0,3,0,2,0,1,0,0,0
16108,EdibleThemeNaming,9,2,6,2,2,0,1,0,4,0,0,0,1,0,0,0,1,1,1,0
16109,EdiblethemeNaming,4,1,3,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
16110,EmergencyStash,11,0,2,9,7,1,5,3,2,0,2,0,3,0,1,0,0,0,1,0
16111,ExploitedImmunity,13,1,5,8,4,3,2,3,0,0,1,0,5,0,4,0,1,0,0,0
16112,FaceDoodling,18,7,12,9,6,2,3,2,3,0,1,0,3,1,0,0,1,0,0,1
16113,FoodThemeNaming,4,1,3,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
16114,FormalFullArrayOfCutlery,7,3,6,2,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0
16115,GettingHighOnTheirOwnSupply,9,0,1,5,1,3,3,3,2,0,1,0,1,0,1,0,0,0,0,0
16116,GunKata,15,0,2,11,4,2,6,5,2,0,0,0,7,0,0,0,0,0,0,0
16117,HailFirePeaks,2,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16118,HailfirePeaks,2,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16119,HighlyVisibleNinja,31,1,10,25,12,1,9,4,8,1,1,1,4,0,2,1,4,0,0,0
16120,IWillOnlySlowYouDown,43,2,8,22,17,8,10,2,19,5,1,6,12,0,4,1,2,1,1,1
16121,KingsmanTheGoldenCircle,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16122,KnowsTheRopes,13,0,4,9,3,0,2,3,4,0,1,0,0,0,1,0,1,0,0,0
16123,MagicAntidote,8,0,1,6,4,2,3,1,2,0,1,0,5,0,0,0,0,0,0,0
16124,ObviousVillainSecretVillain,14,0,4,6,5,5,7,3,4,0,5,0,2,0,2,0,0,0,0,0
